snapshot_time_utc,slug,ticker,expiry,strike,spot_price,implied_volatility,T_years,risk_neutral_prob
2026-01-16 19:58:25.405534+00:00,amzn-above-on-january-16-2026,AMZN,2026-01-16 21:00:00+00:00,255.0,238.08999633789062,0.5078174,0.0001170746338758334,0.0
2026-01-16 19:58:25.405534+00:00,amzn-above-on-january-16-2026,AMZN,2026-01-16 21:00:00+00:00,260.0,238.08999633789062,0.5937541,0.0001170746338758334,0.0
2026-01-16 19:58:25.405534+00:00,amzn-above-on-january-16-2026,AMZN,2026-01-16 21:00:00+00:00,265.0,238.08999633789062,0.703128,0.0001170746338758334,0.0
2026-01-16 19:58:25.405534+00:00,amzn-above-on-january-16-2026,AMZN,2026-01-16 21:00:00+00:00,270.0,238.08999633789062,0.8125019,0.0001170746338758334,0.0
2026-01-16 19:58:25.405534+00:00,amzn-above-on-january-16-2026,AMZN,2026-01-16 21:00:00+00:00,275.0,238.08999633789062,0.9375006,0.0001170746338758334,0.0
2026-01-16 19:58:25.405534+00:00,amzn-above-on-january-16-2026,AMZN,2026-01-16 21:00:00+00:00,220.0,238.08999633789062,1e-05,0.0001170746338758334,1.0
2026-01-16 19:58:25.405534+00:00,amzn-above-on-january-16-2026,AMZN,2026-01-16 21:00:00+00:00,225.0,238.08999633789062,1e-05,0.0001170746338758334,1.0
2026-01-16 19:58:25.405534+00:00,googl-above-on-january-16-2026,GOOGL,2026-01-16 21:00:00+00:00,340.0,329.739990234375,0.2421951,0.0001170746338758334,0.0
2026-01-16 19:58:25.405534+00:00,googl-above-on-january-16-2026,GOOGL,2026-01-16 21:00:00+00:00,295.0,329.739990234375,1e-05,0.0001170746338758334,1.0
2026-01-16 19:58:25.405534+00:00,googl-above-on-january-16-2026,GOOGL,2026-01-16 21:00:00+00:00,300.0,329.739990234375,1e-05,0.0001170746338758334,1.0
2026-01-16 19:58:25.405534+00:00,googl-above-on-january-16-2026,GOOGL,2026-01-16 21:00:00+00:00,305.0,329.739990234375,1e-05,0.0001170746338758334,1.0
2026-01-16 19:58:25.405534+00:00,googl-above-on-january-16-2026,GOOGL,2026-01-16 21:00:00+00:00,310.0,329.739990234375,1e-05,0.0001170746338758334,1.0
2026-01-16 19:58:25.405534+00:00,googl-above-on-january-16-2026,GOOGL,2026-01-16 21:00:00+00:00,315.0,329.739990234375,1e-05,0.0001170746338758334,1.0
2026-01-16 19:58:25.405534+00:00,googl-above-on-january-16-2026,GOOGL,2026-01-16 21:00:00+00:00,320.0,329.739990234375,1e-05,0.0001170746338758334,1.0
2026-01-16 19:58:25.405534+00:00,googl-above-on-january-16-2026,GOOGL,2026-01-16 21:00:00+00:00,325.0,329.739990234375,1e-05,0.0001170746338758334,1.0
2026-01-16 19:58:25.405534+00:00,googl-above-on-january-16-2026,GOOGL,2026-01-16 21:00:00+00:00,330.0,329.739990234375,0.0483494,0.0001170746338758334,0.066776
2026-01-16 19:58:25.405534+00:00,googl-above-on-january-16-2026,GOOGL,2026-01-16 21:00:00+00:00,335.0,329.739990234375,0.1328212,0.0001170746338758334,0.0
2026-01-16 19:58:25.405534+00:00,googl-above-on-january-16-2026,GOOGL,2026-01-16 21:00:00+00:00,345.0,329.739990234375,0.3359441,0.0001170746338758334,0.0
2026-01-16 19:58:25.405534+00:00,googl-above-on-january-16-2026,GOOGL,2026-01-16 21:00:00+00:00,350.0,329.739990234375,0.4296932,0.0001170746338758334,0.0
2026-01-16 19:58:25.405534+00:00,googl-above-on-january-16-2026,GOOGL,2026-01-16 21:00:00+00:00,355.0,329.739990234375,0.5234423,0.0001170746338758334,0.0
2026-01-16 19:58:25.405534+00:00,meta-above-on-january-16-2026,META,2026-01-16 21:00:00+00:00,590.0,623.60498046875,1e-05,0.0001170746338758334,1.0
2026-01-16 19:58:25.405534+00:00,meta-above-on-january-16-2026,META,2026-01-16 21:00:00+00:00,600.0,623.60498046875,1e-05,0.0001170746338758334,1.0
2026-01-16 19:58:25.405534+00:00,meta-above-on-january-16-2026,META,2026-01-16 21:00:00+00:00,610.0,623.60498046875,1e-05,0.0001170746338758334,1.0
2026-01-16 19:58:25.405534+00:00,meta-above-on-january-16-2026,META,2026-01-16 21:00:00+00:00,620.0,623.60498046875,1e-05,0.0001170746338758334,1.0
2026-01-16 19:58:25.405534+00:00,meta-above-on-january-16-2026,META,2026-01-16 21:00:00+00:00,630.0,623.60498046875,0.1035246,0.0001170746338758334,0.0
2026-01-16 19:58:25.405534+00:00,meta-above-on-january-16-2026,META,2026-01-16 21:00:00+00:00,640.0,623.60498046875,0.1914143,0.0001170746338758334,0.0
2026-01-16 19:58:25.405534+00:00,meta-above-on-january-16-2026,META,2026-01-16 21:00:00+00:00,650.0,623.60498046875,0.2929758,0.0001170746338758334,0.0
2026-01-16 19:58:25.405534+00:00,meta-above-on-january-16-2026,META,2026-01-16 21:00:00+00:00,660.0,623.60498046875,0.3906311,0.0001170746338758334,0.0
2026-01-16 19:58:25.405534+00:00,meta-above-on-january-16-2026,META,2026-01-16 21:00:00+00:00,670.0,623.60498046875,0.4765677,0.0001170746338758334,0.0
2026-01-16 19:58:25.405534+00:00,meta-above-on-january-16-2026,META,2026-01-16 21:00:00+00:00,680.0,623.60498046875,0.5312547,0.0001170746338758334,0.0
2026-01-16 19:58:25.405534+00:00,meta-above-on-january-16-2026,META,2026-01-16 21:00:00+00:00,690.0,623.60498046875,0.6250038,0.0001170746338758334,0.0
2026-01-16 19:58:25.405534+00:00,meta-above-on-january-16-2026,META,2026-01-16 21:00:00+00:00,700.0,623.60498046875,0.6875031,0.0001170746338758334,0.0
2026-01-16 19:58:25.405534+00:00,meta-above-on-january-16-2026,META,2026-01-16 21:00:00+00:00,710.0,623.60498046875,0.7812522,0.0001170746338758334,0.0
2026-01-16 19:58:25.405534+00:00,msft-above-on-january-16-2026,MSFT,2026-01-16 21:00:00+00:00,540.0,462.0400085449219,0.9921876,0.0001170746338758334,0.0
2026-01-16 19:58:25.405534+00:00,msft-above-on-january-16-2026,MSFT,2026-01-16 21:00:00+00:00,480.0,462.0400085449219,0.2812572,0.0001170746338758334,0.0
2026-01-16 19:58:25.405534+00:00,msft-above-on-january-16-2026,MSFT,2026-01-16 21:00:00+00:00,490.0,462.0400085449219,0.4140684,0.0001170746338758334,0.0
2026-01-16 19:58:25.405534+00:00,msft-above-on-january-16-2026,MSFT,2026-01-16 21:00:00+00:00,500.0,462.0400085449219,0.500005,0.0001170746338758334,0.0
2026-01-16 19:58:25.405534+00:00,msft-above-on-january-16-2026,MSFT,2026-01-16 21:00:00+00:00,510.0,462.0400085449219,0.6250038,0.0001170746338758334,0.0
2026-01-16 19:58:25.405534+00:00,msft-above-on-january-16-2026,MSFT,2026-01-16 21:00:00+00:00,520.0,462.0400085449219,0.7187528,0.0001170746338758334,0.0
2026-01-16 19:58:25.405534+00:00,msft-above-on-january-16-2026,MSFT,2026-01-16 21:00:00+00:00,530.0,462.0400085449219,0.8437516,0.0001170746338758334,0.0
2026-01-16 19:58:25.405534+00:00,msft-above-on-january-16-2026,MSFT,2026-01-16 21:00:00+00:00,420.0,462.0400085449219,1.1767619,0.0001170746338758334,1.0
2026-01-16 19:58:25.405534+00:00,msft-above-on-january-16-2026,MSFT,2026-01-16 21:00:00+00:00,430.0,462.0400085449219,1e-05,0.0001170746338758334,1.0
2026-01-16 19:58:25.405534+00:00,msft-above-on-january-16-2026,MSFT,2026-01-16 21:00:00+00:00,440.0,462.0400085449219,1e-05,0.0001170746338758334,1.0
2026-01-16 19:58:25.405534+00:00,msft-above-on-january-16-2026,MSFT,2026-01-16 21:00:00+00:00,450.0,462.0400085449219,1e-05,0.0001170746338758334,1.0
2026-01-16 19:58:25.405534+00:00,msft-above-on-january-16-2026,MSFT,2026-01-16 21:00:00+00:00,460.0,462.0400085449219,1e-05,0.0001170746338758334,1.0
2026-01-16 19:58:25.405534+00:00,msft-above-on-january-16-2026,MSFT,2026-01-16 21:00:00+00:00,470.0,462.0400085449219,0.1367274,0.0001170746338758334,0.0
2026-01-16 19:58:25.405534+00:00,nflx-above-on-january-16-2026,NFLX,2026-01-16 21:00:00+00:00,30.0,87.90499877929688,11.9687525,0.0001170746338758334,1.0
2026-01-16 19:58:25.405534+00:00,nflx-above-on-january-16-2026,NFLX,2026-01-16 21:00:00+00:00,40.0,87.90499877929688,6.9843763,0.0001170746338758334,1.0
2026-01-16 19:58:25.405534+00:00,nflx-above-on-january-16-2026,NFLX,2026-01-16 21:00:00+00:00,50.0,87.90499877929688,5.0000037,0.0001170746338758334,1.0
2026-01-16 19:58:25.405534+00:00,nflx-above-on-january-16-2026,NFLX,2026-01-16 21:00:00+00:00,60.0,87.90499877929688,3.3750016,0.0001170746338758334,1.0
2026-01-16 19:58:25.405534+00:00,nflx-above-on-january-16-2026,NFLX,2026-01-16 21:00:00+00:00,70.0,87.90499877929688,2.1484421,0.0001170746338758334,1.0
2026-01-16 19:58:25.405534+00:00,nflx-above-on-january-16-2026,NFLX,2026-01-16 21:00:00+00:00,80.0,87.90499877929688,1.0820358,0.0001170746338758334,1.0
2026-01-16 19:58:25.405534+00:00,nflx-above-on-january-16-2026,NFLX,2026-01-16 21:00:00+00:00,90.0,87.90499877929688,0.2265702,0.0001170746338758334,0.0
2026-01-16 19:58:25.405534+00:00,nflx-above-on-january-16-2026,NFLX,2026-01-16 21:00:00+00:00,100.0,87.90499877929688,0.9062509,0.0001170746338758334,0.0
2026-01-16 19:58:25.405534+00:00,nflx-above-on-january-16-2026,NFLX,2026-01-16 21:00:00+00:00,110.0,87.90499877929688,1.5000025,0.0001170746338758334,0.0
2026-01-16 19:58:25.405534+00:00,nflx-above-on-january-16-2026,NFLX,2026-01-16 21:00:00+00:00,120.0,87.90499877929688,2.000005,0.0001170746338758334,0.0
2026-01-16 19:58:25.405534+00:00,nflx-above-on-january-16-2026,NFLX,2026-01-16 21:00:00+00:00,130.0,87.90499877929688,2.5000037,0.0001170746338758334,0.0
2026-01-16 19:58:25.405534+00:00,nflx-above-on-january-16-2026,NFLX,2026-01-16 21:00:00+00:00,140.0,87.90499877929688,2.8750028,0.0001170746338758334,0.0
2026-01-16 19:58:25.405534+00:00,nflx-above-on-january-16-2026,NFLX,2026-01-16 21:00:00+00:00,150.0,87.90499877929688,3.2500019,0.0001170746338758334,0.0
2026-01-16 19:58:25.405534+00:00,nvda-above-on-january-16-2026,NVDA,2026-01-16 21:00:00+00:00,155.0,187.88499450683594,1e-05,0.0001170746338758334,1.0
2026-01-16 19:58:25.405534+00:00,nvda-above-on-january-16-2026,NVDA,2026-01-16 21:00:00+00:00,160.0,187.88499450683594,1e-05,0.0001170746338758334,1.0
2026-01-16 19:58:25.405534+00:00,nvda-above-on-january-16-2026,NVDA,2026-01-16 21:00:00+00:00,165.0,187.88499450683594,1e-05,0.0001170746338758334,1.0
2026-01-16 19:58:25.405534+00:00,nvda-above-on-january-16-2026,NVDA,2026-01-16 21:00:00+00:00,170.0,187.88499450683594,1e-05,0.0001170746338758334,1.0
2026-01-16 19:58:25.405534+00:00,nvda-above-on-january-16-2026,NVDA,2026-01-16 21:00:00+00:00,175.0,187.88499450683594,1e-05,0.0001170746338758334,1.0
2026-01-16 19:58:25.405534+00:00,nvda-above-on-january-16-2026,NVDA,2026-01-16 21:00:00+00:00,180.0,187.88499450683594,1e-05,0.0001170746338758334,1.0
2026-01-16 19:58:25.405534+00:00,nvda-above-on-january-16-2026,NVDA,2026-01-16 21:00:00+00:00,185.0,187.88499450683594,1e-05,0.0001170746338758334,1.0
2026-01-16 19:58:25.405534+00:00,nvda-above-on-january-16-2026,NVDA,2026-01-16 21:00:00+00:00,190.0,187.88499450683594,0.1328212,0.0001170746338758334,0.0
2026-01-16 19:58:25.405534+00:00,nvda-above-on-january-16-2026,NVDA,2026-01-16 21:00:00+00:00,195.0,187.88499450683594,0.3046945,0.0001170746338758334,0.0
2026-01-16 19:58:25.405534+00:00,nvda-above-on-january-16-2026,NVDA,2026-01-16 21:00:00+00:00,200.0,187.88499450683594,0.4843802,0.0001170746338758334,0.0
2026-01-16 19:58:25.405534+00:00,nvda-above-on-january-16-2026,NVDA,2026-01-16 21:00:00+00:00,205.0,187.88499450683594,0.5937541,0.0001170746338758334,0.0
2026-01-16 19:58:25.405534+00:00,nvda-above-on-january-16-2026,NVDA,2026-01-16 21:00:00+00:00,210.0,187.88499450683594,0.7500025,0.0001170746338758334,0.0
2026-01-16 19:58:25.405534+00:00,nvda-above-on-january-16-2026,NVDA,2026-01-16 21:00:00+00:00,215.0,187.88499450683594,0.8750012,0.0001170746338758334,0.0
2026-01-16 19:58:25.405534+00:00,open-above-on-january-16-2026,OPEN,2026-01-16 21:00:00+00:00,3.0,6.749899864196777,12.781252,0.0001170746338758334,1.0
2026-01-16 19:58:25.405534+00:00,open-above-on-january-16-2026,OPEN,2026-01-16 21:00:00+00:00,4.0,6.749899864196777,9.7812539,0.0001170746338758334,0.9999995
2026-01-16 19:58:25.405534+00:00,open-above-on-january-16-2026,OPEN,2026-01-16 21:00:00+00:00,4.0,6.749899864196777,9.7812539,0.0001170746338758334,0.9999995
2026-01-16 19:58:25.405534+00:00,open-above-on-january-16-2026,OPEN,2026-01-16 21:00:00+00:00,5.0,6.749899864196777,2.5000037,0.0001170746338758334,1.0
2026-01-16 19:58:25.405534+00:00,open-above-on-january-16-2026,OPEN,2026-01-16 21:00:00+00:00,5.0,6.749899864196777,2.5000037,0.0001170746338758334,1.0
2026-01-16 19:58:25.405534+00:00,open-above-on-january-16-2026,OPEN,2026-01-16 21:00:00+00:00,6.0,6.749899864196777,1.5625022,0.0001170746338758334,1.0
2026-01-16 19:58:25.405534+00:00,open-above-on-january-16-2026,OPEN,2026-01-16 21:00:00+00:00,6.0,6.749899864196777,1.5625022,0.0001170746338758334,1.0
2026-01-16 19:58:25.405534+00:00,open-above-on-january-16-2026,OPEN,2026-01-16 21:00:00+00:00,7.0,6.749899864196777,0.6406286,0.0001170746338758334,1e-07
2026-01-16 19:58:25.405534+00:00,open-above-on-january-16-2026,OPEN,2026-01-16 21:00:00+00:00,7.0,6.749899864196777,0.6406286,0.0001170746338758334,1e-07
2026-01-16 19:58:25.405534+00:00,open-above-on-january-16-2026,OPEN,2026-01-16 21:00:00+00:00,8.0,6.749899864196777,1.6250019,0.0001170746338758334,0.0
2026-01-16 19:58:25.405534+00:00,open-above-on-january-16-2026,OPEN,2026-01-16 21:00:00+00:00,8.0,6.749899864196777,1.6250019,0.0001170746338758334,0.0
2026-01-16 19:58:25.405534+00:00,open-above-on-january-16-2026,OPEN,2026-01-16 21:00:00+00:00,9.0,6.749899864196777,2.5000037,0.0001170746338758334,0.0
2026-01-16 19:58:25.405534+00:00,open-above-on-january-16-2026,OPEN,2026-01-16 21:00:00+00:00,9.0,6.749899864196777,2.5000037,0.0001170746338758334,0.0
2026-01-16 19:58:25.405534+00:00,pltr-above-on-january-16-2026,PLTR,2026-01-16 21:00:00+00:00,171.0,171.16000366210938,1e-05,0.0001170746338758334,1.0
2026-01-16 19:58:25.405534+00:00,pltr-above-on-january-16-2026,PLTR,2026-01-16 21:00:00+00:00,172.0,171.16000366210938,0.1386805,0.0001170746338758334,0.0005551
2026-01-16 19:58:25.405534+00:00,pltr-above-on-january-16-2026,PLTR,2026-01-16 21:00:00+00:00,173.0,171.16000366210938,0.1386805,0.0001170746338758334,0.0
2026-01-16 19:58:25.405534+00:00,pltr-above-on-january-16-2026,PLTR,2026-01-16 21:00:00+00:00,174.0,171.16000366210938,0.1953205,0.0001170746338758334,0.0
2026-01-16 19:58:25.405534+00:00,pltr-above-on-january-16-2026,PLTR,2026-01-16 21:00:00+00:00,175.0,171.16000366210938,0.1953205,0.0001170746338758334,0.0
2026-01-16 19:58:25.405534+00:00,pltr-above-on-january-16-2026,PLTR,2026-01-16 21:00:00+00:00,176.0,171.16000366210938,0.1953205,0.0001170746338758334,0.0
2026-01-16 19:58:25.405534+00:00,pltr-above-on-january-16-2026,PLTR,2026-01-16 21:00:00+00:00,177.0,171.16000366210938,0.3046945,0.0001170746338758334,0.0
2026-01-16 19:58:25.405534+00:00,pltr-above-on-january-16-2026,PLTR,2026-01-16 21:00:00+00:00,178.0,171.16000366210938,0.3046945,0.0001170746338758334,0.0
2026-01-16 19:58:25.405534+00:00,pltr-above-on-january-16-2026,PLTR,2026-01-16 21:00:00+00:00,179.0,171.16000366210938,0.3984435,0.0001170746338758334,0.0
2026-01-16 19:58:25.405534+00:00,pltr-above-on-january-16-2026,PLTR,2026-01-16 21:00:00+00:00,180.0,171.16000366210938,0.3984435,0.0001170746338758334,0.0
2026-01-16 19:58:25.405534+00:00,pltr-above-on-january-16-2026,PLTR,2026-01-16 21:00:00+00:00,181.0,171.16000366210938,0.3984435,0.0001170746338758334,0.0
2026-01-16 19:58:25.405534+00:00,pltr-above-on-january-16-2026,PLTR,2026-01-16 21:00:00+00:00,182.0,171.16000366210938,0.500005,0.0001170746338758334,0.0
2026-01-16 19:58:25.405534+00:00,pltr-above-on-january-16-2026,PLTR,2026-01-16 21:00:00+00:00,183.0,171.16000366210938,0.500005,0.0001170746338758334,0.0
2026-01-16 19:58:25.405534+00:00,tsla-above-on-january-16-2026,TSLA,2026-01-16 21:00:00+00:00,405.0,440.239990234375,0.9956055,0.0001170746338758334,1.0
2026-01-16 19:58:25.405534+00:00,tsla-above-on-january-16-2026,TSLA,2026-01-16 21:00:00+00:00,410.0,440.239990234375,1e-05,0.0001170746338758334,1.0
2026-01-16 19:58:25.405534+00:00,tsla-above-on-january-16-2026,TSLA,2026-01-16 21:00:00+00:00,415.0,440.239990234375,1e-05,0.0001170746338758334,1.0
2026-01-16 19:58:25.405534+00:00,tsla-above-on-january-16-2026,TSLA,2026-01-16 21:00:00+00:00,420.0,440.239990234375,1e-05,0.0001170746338758334,1.0
2026-01-16 19:58:25.405534+00:00,tsla-above-on-january-16-2026,TSLA,2026-01-16 21:00:00+00:00,425.0,440.239990234375,1e-05,0.0001170746338758334,1.0
2026-01-16 19:58:25.405534+00:00,tsla-above-on-january-16-2026,TSLA,2026-01-16 21:00:00+00:00,430.0,440.239990234375,1e-05,0.0001170746338758334,1.0
2026-01-16 19:58:25.405534+00:00,tsla-above-on-january-16-2026,TSLA,2026-01-16 21:00:00+00:00,435.0,440.239990234375,1e-05,0.0001170746338758334,1.0
2026-01-16 19:58:25.405534+00:00,tsla-above-on-january-16-2026,TSLA,2026-01-16 21:00:00+00:00,440.0,440.239990234375,0.0798432,0.0001170746338758334,0.737225
2026-01-16 19:58:25.405534+00:00,tsla-above-on-january-16-2026,TSLA,2026-01-16 21:00:00+00:00,445.0,440.239990234375,0.120126,0.0001170746338758334,0.0
2026-01-16 19:58:25.405534+00:00,tsla-above-on-january-16-2026,TSLA,2026-01-16 21:00:00+00:00,450.0,440.239990234375,0.1875081,0.0001170746338758334,0.0
2026-01-16 19:58:25.405534+00:00,tsla-above-on-january-16-2026,TSLA,2026-01-16 21:00:00+00:00,455.0,440.239990234375,0.2695386,0.0001170746338758334,0.0
2026-01-16 19:58:25.405534+00:00,tsla-above-on-january-16-2026,TSLA,2026-01-16 21:00:00+00:00,460.0,440.239990234375,0.3203193,0.0001170746338758334,0.0
2026-01-16 19:58:25.405534+00:00,tsla-above-on-january-16-2026,TSLA,2026-01-16 21:00:00+00:00,465.0,440.239990234375,0.3906311,0.0001170746338758334,0.0
